case,ckpt,variant,Delta_T,blowup_step,verdict,final_relL2_bare,final_relL2_closure,improvement_x,corner_drift_last,low_drift_last,proj_on,proj_shells_mean,proj_removed_frac_mean
case_opt2_256_ic1357_h64_full_0p005,opt2_256_ic1357_h64,full,0.005,29,UNSTABLE,2.9644e-03,,,nan,1.1203e+00,False,,
case_opt2_256_ic1357_h64_full_dissproj_0p005,opt2_256_ic1357_h64,full_dissproj,0.005,29,UNSTABLE,2.9644e-03,,,nan,1.9653e+00,True,50.8,2.915e-02
