timestamp,event,job_id,host,note
2026-07-15T17:05:30,start,1834941,ibamd-compute-0-4.local,diagnose_error_tails.py --ckpt runs_piff/piff_cape_gjs_ylp75/best.pt --config conf_piff_cape_gjs_ylp75.yaml --split val --device cpu --report-run error_tails_cape
2026-07-15T17:12:19,done,1834941,ibamd-compute-0-4.local,error-tails diag piff_cape_gjs_ylp75 (5 members)
