timestamp,event,job_id,host,note
2026-07-15T21:46:17,start,1835426,ibfdr-compute-0-2.local,diagnose_feature_candidates.py --config conf_piff_cape_gjs_ylp75.yaml --report-run feature_candidates_cape
2026-07-15T21:48:56,done,1835426,ibfdr-compute-0-2.local,feature screen done
