timestamp,event,job_id,host,note
2026-07-17T17:01:00,start,1837560,ibfdr-compute-0-2.local,results-tree migration started on ibfdr-compute-0-2.local
2026-07-17T17:04:26,done,1837560,ibfdr-compute-0-2.local,results-tree migration rc=0 (manifest in reports/results_migration/summary.md)
