member,n_val_frames,r2_global,rmse_global,nll_global,cov_1s,cov_2s,cov_3s,cov1_wake,cov1_freestream,r2_wake,r2_freestream,residual_kurtosis,sign_acc,sign_acc_wake,sign_acc_strong,sign_acc_wake_strong,backscatter_frac_true,spearman_sigma_grad,spearman_abserr_grad,sigma_dyn_range,abserr_dyn_range
FPC-const,74,0.8584506201572377,33.09265024482075,5.160640404991728,0.9745593419506463,0.9910768283811762,0.9956704157573723,0.9239176832693042,0.9848851932721163,0.8777828304988672,0.4385028378671375,561.9490817260555,0.494689776733255,0.5592285846063167,0.48486251468860164,0.5766343792687845,0.4998173017738235,0.48747685978288846,0.41642617873741394,1.0002338838537839,39.60000950635915
