member,n_val_frames,r2_global,rmse_global,nll_global,cov_1s,cov_2s,cov_3s,cov1_wake,cov1_freestream,r2_wake,r2_freestream,residual_kurtosis,sign_acc,sign_acc_wake,sign_acc_strong,sign_acc_wake_strong,backscatter_frac_true,spearman_sigma_grad,spearman_abserr_grad,sigma_dyn_range,abserr_dyn_range
FPC-const,74,0.8623847326764358,0.23852845674023268,-2.2297414152767545,0.9896108333913862,0.9971046617678028,0.998848951164301,0.96860736951258,0.9986952192834546,0.8624124748036751,0.6262650243515796,22679.59114691287,0.5380683879150682,0.6213269127237334,0.5755664561548482,0.6580373498935704,0.4986489689404986,0.7523148379248646,0.24821142201043822,2.7326459313619593,8.774639006084078
