step,t,kappa_0,kappa_1,kappa_2,kappa_3,kappa_4,kappa_5,kappa_6,kappa_7,kappa_8,kappa_9,kappa_10,kappa_11,kappa_12,kappa_13,kappa_14,kappa_15,kappa_16,kappa_17,kappa_18,kappa_19,kappa_20,kappa_21,kappa_22,kappa_23,kappa_24,kappa_25,kappa_26,kappa_27,kappa_28,kappa_29,kappa_30,kappa_31,kappa_32,kappa_33,kappa_34,kappa_35,kappa_36,kappa_37,kappa_38,kappa_39,kappa_40,kappa_41,kappa_42,kappa_43,kappa_44,kappa_45,kappa_46,kappa_47,kappa_48,kappa_49,kappa_50,kappa_51,kappa_52,kappa_53,kappa_54,kappa_55,kappa_56,kappa_57,kappa_58,kappa_59,kappa_60,kappa_61,kappa_62,kappa_63,kappa_64,kappa_65,kappa_66,kappa_67,kappa_68,kappa_69,kappa_70,kappa_71,kappa_72,kappa_73,kappa_74,kappa_75,kappa_76,kappa_77,kappa_78,kappa_79,kappa_80,kappa_81,kappa_82,kappa_83,kappa_84,kappa_85,kappa_86,kappa_87,kappa_88,kappa_89,kappa_90,kappa_91,kappa_92,kappa_93,kappa_94,kappa_95,kappa_96,kappa_97,kappa_98,kappa_99,kappa_100,kappa_101,kappa_102,kappa_103,kappa_104,kappa_105,kappa_106,kappa_107,kappa_108,kappa_109,kappa_110,kappa_111,kappa_112,kappa_113,kappa_114,kappa_115,kappa_116,kappa_117,kappa_118,kappa_119,kappa_120,kappa_121,kappa_122,kappa_123,kappa_124,kappa_125,kappa_126,kappa_127,kappa_128,kappa_129,kappa_130,kappa_131,kappa_132,kappa_133,kappa_134,kappa_135,kappa_136,kappa_137,kappa_138,kappa_139,kappa_140,kappa_141,kappa_142,kappa_143,kappa_144,kappa_145,kappa_146,kappa_147,kappa_148,kappa_149,kappa_150,kappa_151,kappa_152,kappa_153,kappa_154,kappa_155,kappa_156,kappa_157,kappa_158,kappa_159,kappa_160,kappa_161,kappa_162,kappa_163,kappa_164,kappa_165,kappa_166,kappa_167,kappa_168,kappa_169,kappa_170,kappa_171,kappa_172,kappa_173,kappa_174,kappa_175,kappa_176,kappa_177,kappa_178,kappa_179,kappa_180,kappa_181,kappa_182,kappa_183,kappa_184,kappa_185,kappa_186,kappa_187,kappa_188,kappa_189,kappa_190,kappa_191,kappa_192,kappa_193,kappa_194,kappa_195,kappa_196,kappa_197,kappa_198,kappa_199,kappa_200,kappa_201,kappa_202,kappa_203,kappa_204,kappa_205,kappa_206,kappa_207,kappa_208,kappa_209,kappa_210,kappa_211,kappa_212,kappa_213,kappa_214,kappa_215,kappa_216,kappa_217,kappa_218,kappa_219,kappa_220,kappa_221,kappa_222,kappa_223,kappa_224,kappa_225,kappa_226,kappa_227,kappa_228,kappa_229,kappa_230,kappa_231,kappa_232,kappa_233,kappa_234,kappa_235,kappa_236,kappa_237,kappa_238,kappa_239,kappa_240,kappa_241,kappa_242,kappa_243,kappa_244,kappa_245,kappa_246,kappa_247,kappa_248,kappa_249,kappa_250,kappa_251,kappa_252,kappa_253,kappa_254,kappa_255,kappa_256,kappa_257,kappa_258,kappa_259,kappa_260,kappa_261,kappa_262,kappa_263,kappa_264,kappa_265,kappa_266,kappa_267,kappa_268,kappa_269,kappa_270,kappa_271,kappa_272,kappa_273,kappa_274,kappa_275,kappa_276,kappa_277,kappa_278,kappa_279,kappa_280,kappa_281,kappa_282,kappa_283,kappa_284,kappa_285,kappa_286,kappa_287,kappa_288,kappa_289,kappa_290,kappa_291,kappa_292,kappa_293,kappa_294,kappa_295,kappa_296,kappa_297,kappa_298,kappa_299,kappa_300,kappa_301,kappa_302,kappa_303,kappa_304,kappa_305,kappa_306,kappa_307,kappa_308,kappa_309,kappa_310,kappa_311,kappa_312,kappa_313,kappa_314,kappa_315,kappa_316,kappa_317,kappa_318,kappa_319,kappa_320,kappa_321,kappa_322,kappa_323,kappa_324,kappa_325,kappa_326,kappa_327,kappa_328,kappa_329,kappa_330,kappa_331,kappa_332,kappa_333,kappa_334,kappa_335,kappa_336,kappa_337,kappa_338,kappa_339,kappa_340,kappa_341,kappa_342,kappa_343,kappa_344,kappa_345,kappa_346,kappa_347,kappa_348,kappa_349,kappa_350,kappa_351,kappa_352,kappa_353,kappa_354,kappa_355,kappa_356,kappa_357,kappa_358,kappa_359,kappa_360,kappa_361,kappa_362
0,0.000000,1.07033879e+00,1.67293393e-01,3.78403354e-01,3.56583917e-01,4.15358129e-01,2.70219920e-01,4.75763560e-01,3.11148306e-01,2.33073341e-01,4.53959210e-01,5.59519636e-01,7.80573702e-01,6.56213171e-01,8.12717580e-01,1.04379217e+00,9.72504002e-01,1.17560036e+00,1.05167314e+00,1.33831964e+00,9.82903009e-01,1.14272042e+00,1.36069724e+00,1.59960988e+00,1.32632747e+00,1.42370526e+00,1.58644352e+00,1.59588588e+00,1.81095192e+00,2.07436535e+00,1.88789382e+00,2.00447476e+00,2.29852640e+00,1.95547766e+00,2.43588641e+00,2.42771926e+00,2.60122216e+00,2.86920390e+00,2.92091500e+00,2.51854356e+00,2.92624338e+00,3.15976827e+00,3.32224176e+00,3.05821964e+00,2.83030743e+00,2.98849493e+00,3.63735938e+00,3.25159756e+00,3.18036104e+00,3.20402426e+00,3.29391938e+00,3.45074248e+00,3.57221162e+00,3.84115684e+00,3.56511734e+00,3.41471615e+00,3.81479060e+00,3.99658903e+00,3.90973519e+00,4.35607073e+00,4.24267246e+00,4.14959686e+00,4.42455562e+00,4.65914853e+00,4.49891486e+00,4.33260593e+00,4.68564744e+00,4.61054206e+00,4.81374561e+00,4.73726207e+00,4.82114548e+00,4.50915936e+00,4.84848313e+00,4.92464619e+00,4.70748604e+00,4.94270945e+00,4.79924653e+00,5.27269444e+00,4.92558502e+00,5.20027069e+00,5.39471969e+00,5.12570188e+00,5.30311578e+00,5.50549093e+00,5.54527308e+00,5.50196237e+00,5.61514125e+00,5.83609083e+00,5.87675766e+00,5.89492357e+00,5.76505143e+00,5.88650593e+00,6.26997448e+00,5.79157018e+00,6.49137862e+00,6.47595614e+00,6.26147280e+00,6.35060334e+00,6.74616837e+00,6.41130205e+00,6.42005032e+00,6.58694674e+00,6.54523169e+00,6.33270464e+00,6.57309448e+00,6.56728167e+00,6.65685692e+00,6.69179743e+00,6.60156677e+00,7.19216342e+00,6.96520478e+00,6.83261934e+00,7.55769538e+00,7.63406281e+00,7.42281843e+00,7.52816260e+00,7.21881257e+00,7.97581149e+00,7.73486094e+00,7.80879646e+00,7.80554437e+00,7.90600054e+00,8.24141525e+00,8.16155231e+00,7.93906328e+00,7.99188764e+00,8.13182975e+00,8.24154908e+00,8.46886994e+00,8.42166793e+00,8.05296270e+00,8.81235323e+00,8.42398012e+00,7.99294459e+00,8.91937712e+00,9.04889117e+00,8.95971922e+00,8.56164625e+00,8.84187275e+00,8.79080720e+00,9.22129477e+00,9.34243429e+00,8.81928005e+00,8.83965462e+00,9.84156012e+00,9.39553606e+00,9.79459164e+00,9.67633127e+00,9.39901832e+00,9.19468726e+00,1.02709806e+01,1.04944909e+01,9.94433959e+00,1.01770982e+01,9.90623048e+00,1.02647616e+01,1.05297926e+01,1.01806254e+01,1.06468453e+01,1.03571371e+01,1.05870160e+01,1.04084901e+01,1.08291224e+01,1.09883292e+01,1.10162036e+01,1.09607182e+01,1.10565664e+01,1.07877147e+01,1.09332942e+01,1.13850242e+01,1.12984938e+01,1.10133869e+01,1.17542935e+01,1.16835782e+01,1.18099587e+01,1.13707371e+01,1.21418718e+01,1.17941523e+01,1.20939332e+01,1.22797139e+01,1.15786316e+01,1.23432724e+01,1.21040605e+01,1.19974138e+01,1.22925811e+01,1.24018070e+01,1.21937222e+01,1.22849718e+01,1.27894052e+01,1.25142101e+01,1.22158030e+01,1.25031138e+01,1.30247382e+01,1.28541404e+01,1.24147921e+01,1.32738398e+01,1.29721717e+01,1.27377739e+01,1.32118253e+01,1.28992384e+01,1.33675850e+01,1.30822565e+01,1.34672726e+01,1.34542836e+01,1.36905978e+01,1.33337807e+01,1.32781376e+01,1.32139865e+01,1.30476566e+01,1.35971272e+01,1.33486798e+01,1.35957149e+01,1.34478073e+01,1.36945752e+01,1.34928268e+01,1.32975500e+01,1.42669971e+01,1.35104172e+01,1.38980188e+01,1.43061586e+01,1.42294021e+01,1.41175731e+01,1.44208720e+01,1.45554380e+01,1.38452132e+01,1.44790140e+01,1.44807649e+01,1.46355585e+01,1.42108374e+01,1.37237435e+01,1.36826406e+01,1.35755332e+01,1.33715017e+01,1.39509985e+01,1.43172986e+01,1.41058335e+01,1.51893227e+01,1.56191261e+01,1.52832031e+01,1.52045040e+01,1.37673900e+01,1.31104661e+01,2.10345599e+01,2.17991822e+01,2.46255223e+01,2.57824022e+01,2.77749814e+01,2.92582159e+01,3.31537782e+01,3.81622752e+01,4.30316406e+01,4.99276914e+01,5.54385345e+01,6.52953532e+01,7.99252695e+01,8.93649079e+01,1.08715846e+02,1.20989872e+02,1.16904135e+02,1.13474166e+02,1.19935929e+02,1.20894139e+02,1.18427414e+02,1.17500952e+02,1.22347101e+02,1.22425830e+02,1.21196851e+02,1.25674723e+02,1.24149845e+02,1.20491781e+02,1.17390091e+02,1.19299084e+02,1.16732338e+02,1.16962542e+02,1.21484721e+02,1.13730024e+02,1.19844491e+02,1.21488725e+02,1.22481571e+02,1.19909833e+02,1.20189672e+02,1.16816984e+02,1.18306958e+02,1.20356771e+02,1.24392079e+02,1.19299238e+02,1.19887896e+02,1.20834612e+02,1.17527284e+02,1.22987571e+02,1.19511942e+02,1.14878314e+02,1.21915588e+02,1.14313232e+02,1.19250743e+02,1.23645671e+02,1.17529273e+02,1.19059912e+02,1.21606084e+02,1.21201439e+02,1.23707340e+02,1.13999948e+02,1.25845534e+02,1.23903149e+02,1.20044150e+02,1.20989011e+02,1.21719345e+02,1.22399195e+02,1.24899625e+02,1.25774437e+02,1.18083493e+02,1.27187052e+02,1.13605489e+02,1.32431093e+02,1.16551837e+02,1.24911815e+02,1.22847474e+02,1.17481320e+02,1.21326175e+02,1.20561766e+02,1.23329424e+02,1.26168543e+02,1.27588325e+02,1.32524754e+02,1.32060798e+02,1.23890794e+02,1.36293743e+02,1.20013342e+02,1.13950247e+02,1.21439724e+02,1.22621494e+02,1.29014884e+02,1.25576904e+02,1.25079504e+02,1.11737754e+02,1.16695922e+02,1.16842152e+02,1.16541881e+02,1.15740016e+02,1.39598914e+02,1.26952577e+02,1.13359975e+02,1.29151430e+02,1.39049835e+02,1.09462778e+02,1.11339998e+02,1.31061736e+02,1.14398028e+02,1.13497524e+02,1.28540592e+02,1.16161425e+02,1.35340367e+02,1.40574133e+02,1.06002727e+02,1.43684486e+02,1.30296870e+02,1.09236171e+02,1.16337132e+02,1.28271616e+02,1.43130428e+02,1.63025332e+02,1.02496916e+02,7.48642164e+01,1.04316276e+02
1,0.010000,3.25053814e+01,1.67218208e-01,3.78499713e-01,3.56458766e-01,4.15504175e-01,2.70151620e-01,4.75841080e-01,3.11412447e-01,2.32704772e-01,4.52780907e-01,5.60825550e-01,7.81818678e-01,6.55786974e-01,8.13527143e-01,1.04328355e+00,9.74137339e-01,1.17449069e+00,1.05229134e+00,1.34012682e+00,9.83499081e-01,1.14906927e+00,1.36176701e+00,1.59285010e+00,1.32476548e+00,1.42576330e+00,1.58646784e+00,1.59645122e+00,1.80596820e+00,2.06775759e+00,1.88693997e+00,2.00411502e+00,2.29913489e+00,1.94985369e+00,2.43006042e+00,2.42480310e+00,2.60636235e+00,2.85566824e+00,2.93180558e+00,2.51754031e+00,2.92944197e+00,3.17269828e+00,3.31580196e+00,3.08072433e+00,2.84283043e+00,2.96231716e+00,3.64331492e+00,3.25288619e+00,3.20306148e+00,3.20324186e+00,3.29487016e+00,3.44035202e+00,3.59593867e+00,3.83349689e+00,3.53633234e+00,3.42624861e+00,3.81370281e+00,3.99554140e+00,3.89392866e+00,4.35875462e+00,4.27734482e+00,4.12428760e+00,4.42974136e+00,4.66823057e+00,4.49062655e+00,4.33999473e+00,4.68221275e+00,4.62885831e+00,4.82744484e+00,4.72572953e+00,4.84203086e+00,4.51703761e+00,4.85945137e+00,4.91692888e+00,4.70344127e+00,4.94971603e+00,4.79899402e+00,5.25225373e+00,4.92413059e+00,5.18931830e+00,5.40932472e+00,5.12704406e+00,5.26753518e+00,5.50958351e+00,5.54978602e+00,5.48185356e+00,5.61901485e+00,5.86447931e+00,5.85682792e+00,5.91205284e+00,5.73553520e+00,5.88727140e+00,6.28511104e+00,5.78844386e+00,6.45940618e+00,6.48280811e+00,6.27282438e+00,6.35310221e+00,6.76858172e+00,6.39268901e+00,6.39697785e+00,6.63282668e+00,6.59376602e+00,6.36237105e+00,6.56671056e+00,6.56545280e+00,6.65708757e+00,6.72424385e+00,6.60070198e+00,7.17239563e+00,6.89421172e+00,6.87496458e+00,7.56155906e+00,7.60441432e+00,7.36555766e+00,7.53008500e+00,7.25959672e+00,7.96026370e+00,7.72290371e+00,7.78239475e+00,7.84042301e+00,7.84649927e+00,8.30916098e+00,8.17904894e+00,7.91666096e+00,7.96980943e+00,8.22182725e+00,8.19976175e+00,8.41083624e+00,8.44907051e+00,8.16694077e+00,8.71115206e+00,8.45556386e+00,8.00617799e+00,8.81789890e+00,8.97994966e+00,9.01543690e+00,8.60340299e+00,8.83741913e+00,8.75826778e+00,9.21685063e+00,9.31901655e+00,8.75449225e+00,8.80035344e+00,9.81970803e+00,9.37075617e+00,9.78261561e+00,9.63850830e+00,9.40495363e+00,9.18756154e+00,1.03092533e+01,1.04486715e+01,9.89644519e+00,1.01716885e+01,9.99730461e+00,1.02217575e+01,1.04010671e+01,1.02464442e+01,1.05776350e+01,1.03643371e+01,1.05518840e+01,1.04416349e+01,1.08891388e+01,1.08966414e+01,1.09873022e+01,1.10420923e+01,1.10614658e+01,1.07352522e+01,1.09129970e+01,1.13725206e+01,1.12336338e+01,1.10675985e+01,1.15757885e+01,1.17725755e+01,1.18056271e+01,1.13165053e+01,1.21183827e+01,1.18092245e+01,1.21687476e+01,1.22209943e+01,1.15846500e+01,1.23907266e+01,1.21213842e+01,1.19743422e+01,1.22553375e+01,1.23846005e+01,1.22363404e+01,1.22985102e+01,1.27913691e+01,1.25672338e+01,1.23362547e+01,1.24596953e+01,1.30770543e+01,1.27531727e+01,1.24263110e+01,1.32144881e+01,1.29722369e+01,1.28602331e+01,1.33108425e+01,1.28435074e+01,1.32916497e+01,1.31633004e+01,1.35316969e+01,1.34915792e+01,1.37558688e+01,1.32991783e+01,1.31878383e+01,1.33413507e+01,1.31601169e+01,1.35853520e+01,1.33691316e+01,1.35009580e+01,1.34449536e+01,1.36693108e+01,1.34800367e+01,1.32993131e+01,1.42097883e+01,1.33741732e+01,1.41256027e+01,1.42280081e+01,1.42543798e+01,1.40837270e+01,1.45745359e+01,1.45688007e+01,1.39233142e+01,1.45188608e+01,1.45599146e+01,1.44463956e+01,1.43792663e+01,1.38006919e+01,1.36555229e+01,1.35670927e+01,1.34867310e+01,1.40305282e+01,1.43402219e+01,1.41677074e+01,1.52084477e+01,1.56677945e+01,1.51942616e+01,1.52890654e+01,1.39151257e+01,1.31722110e+01,6.40507980e+00,6.41350207e+00,6.31387343e+00,6.34997771e+00,6.27770254e+00,6.16061164e+00,6.18112335e+00,6.13880556e+00,6.32272010e+00,6.04243647e+00,5.63566545e+00,5.43415760e+00,5.02818379e+00,3.91485592e+00,2.74108248e+00,1.71397051e+00,1.72755272e+00,1.74068758e+00,1.75445565e+00,1.76805683e+00,1.78149260e+00,1.79464967e+00,1.80877396e+00,1.82280738e+00,1.83659915e+00,1.84964253e+00,1.86382231e+00,1.87812604e+00,1.89240816e+00,1.90638875e+00,1.92017800e+00,1.93461698e+00,1.94866170e+00,1.96303364e+00,1.97736896e+00,1.99161811e+00,2.00650549e+00,2.02085216e+00,2.03466732e+00,2.04961876e+00,2.06489221e+00,2.07931705e+00,2.09348813e+00,2.10866821e+00,2.12334023e+00,2.13872674e+00,2.15357043e+00,2.16855261e+00,2.18319286e+00,2.19896047e+00,2.21434758e+00,2.22968998e+00,2.24526844e+00,2.26043086e+00,2.27561462e+00,2.29116273e+00,2.30644976e+00,2.32250405e+00,2.33753559e+00,2.35313673e+00,2.36896291e+00,2.38529444e+00,2.40149907e+00,2.41729237e+00,2.43254879e+00,2.44893090e+00,2.46468967e+00,2.48154629e+00,2.49732677e+00,2.51373811e+00,2.53052039e+00,2.54629701e+00,2.56274784e+00,2.57926902e+00,2.59624465e+00,2.61288813e+00,2.62963855e+00,2.64611461e+00,2.66268566e+00,2.67971980e+00,2.69579041e+00,2.71310425e+00,2.73102140e+00,2.74706095e+00,2.76369727e+00,2.78118718e+00,2.79866432e+00,2.81614284e+00,2.83313877e+00,2.85054739e+00,2.86747421e+00,2.88550896e+00,2.90343796e+00,2.92115854e+00,2.93807929e+00,2.95550342e+00,2.97277929e+00,2.99157676e+00,3.01004366e+00,3.02655059e+00,3.04448073e+00,3.06375624e+00,3.08166197e+00,3.10066212e+00,3.11844062e+00,3.13642031e+00,3.15420343e+00,3.17211908e+00,3.19027118e+00,3.21085099e+00,3.22788329e+00,3.24684088e+00,3.26337503e+00,3.28374232e+00,3.30274184e+00,3.32233635e+00,3.34259707e+00,3.35588213e+00,3.37308465e+00,3.39609593e+00,3.41602802e+00,3.43662405e+00
2,0.020000,1.12998286e+02,1.67156019e-01,3.78592375e-01,3.56339567e-01,4.15658818e-01,2.70093360e-01,4.75921487e-01,3.11703731e-01,2.32337232e-01,4.51618912e-01,5.62178034e-01,7.83066685e-01,6.55447269e-01,8.14432764e-01,1.04272907e+00,9.75795441e-01,1.17355061e+00,1.05297380e+00,1.34189388e+00,9.84487021e-01,1.15557321e+00,1.36286187e+00,1.58589325e+00,1.32352289e+00,1.42832279e+00,1.58682137e+00,1.59714256e+00,1.80107298e+00,2.06113768e+00,1.88599858e+00,2.00449824e+00,2.29976963e+00,1.94514842e+00,2.42384092e+00,2.42173698e+00,2.61246163e+00,2.84168798e+00,2.94173173e+00,2.51689869e+00,2.93315957e+00,3.18558143e+00,3.30809074e+00,3.10435300e+00,2.85652358e+00,2.93692491e+00,3.64646360e+00,3.25472279e+00,3.22611572e+00,3.20242981e+00,3.29528388e+00,3.43191753e+00,3.61950530e+00,3.82383946e+00,3.50996775e+00,3.43904944e+00,3.80972485e+00,3.99500055e+00,3.87964322e+00,4.35867520e+00,4.31154875e+00,4.10107540e+00,4.43504962e+00,4.67389233e+00,4.48250010e+00,4.34883021e+00,4.67736818e+00,4.64684305e+00,4.83999983e+00,4.71800823e+00,4.86102812e+00,4.52491228e+00,4.87427055e+00,4.90927025e+00,4.69861361e+00,4.95830963e+00,4.80141557e+00,5.22554409e+00,4.93052589e+00,5.17723479e+00,5.41833079e+00,5.13334569e+00,5.23409519e+00,5.51112324e+00,5.55411617e+00,5.46180021e+00,5.62878528e+00,5.89108118e+00,5.83508069e+00,5.92918179e+00,5.71638196e+00,5.88085593e+00,6.29527010e+00,5.80477335e+00,6.42029796e+00,6.47809010e+00,6.29601503e+00,6.36398010e+00,6.78294970e+00,6.37798341e+00,6.37523645e+00,6.66932598e+00,6.64864157e+00,6.39205170e+00,6.56256408e+00,6.56907449e+00,6.65768008e+00,6.76062177e+00,6.60669295e+00,7.14218507e+00,6.82646158e+00,6.94172919e+00,7.54755253e+00,7.57049784e+00,7.31618317e+00,7.52416894e+00,7.30379656e+00,7.94545972e+00,7.71190142e+00,7.74495654e+00,7.87875342e+00,7.78653450e+00,8.37676600e+00,8.19837304e+00,7.87737495e+00,7.97160944e+00,8.30554540e+00,8.15826055e+00,8.35572641e+00,8.46418236e+00,8.27444371e+00,8.62771692e+00,8.49288941e+00,8.02427583e+00,8.72685523e+00,8.89571482e+00,9.06084451e+00,8.65983812e+00,8.83551541e+00,8.72775751e+00,9.21175177e+00,9.27372467e+00,8.71222587e+00,8.78361422e+00,9.76130071e+00,9.35279480e+00,9.77257436e+00,9.60799462e+00,9.41214745e+00,9.19370730e+00,1.03465465e+01,1.04031216e+01,9.84793488e+00,1.01589897e+01,1.00945872e+01,1.01948474e+01,1.02800468e+01,1.03099863e+01,1.05182395e+01,1.03768465e+01,1.05360322e+01,1.04895077e+01,1.09494733e+01,1.08180391e+01,1.09508510e+01,1.11018979e+01,1.10608791e+01,1.07223769e+01,1.08879708e+01,1.13645520e+01,1.12026036e+01,1.11293357e+01,1.14059477e+01,1.18579481e+01,1.17718329e+01,1.13050218e+01,1.20703623e+01,1.18214051e+01,1.22618320e+01,1.21502324e+01,1.16189565e+01,1.24164029e+01,1.21694194e+01,1.19581473e+01,1.22080734e+01,1.23594601e+01,1.23019842e+01,1.23098907e+01,1.27522825e+01,1.26093850e+01,1.24578166e+01,1.24617885e+01,1.30849443e+01,1.26587872e+01,1.24774164e+01,1.31545708e+01,1.29946504e+01,1.29694600e+01,1.34014095e+01,1.27914830e+01,1.32068597e+01,1.32567161e+01,1.35588013e+01,1.36014160e+01,1.37954794e+01,1.32474937e+01,1.31375017e+01,1.35124150e+01,1.32550311e+01,1.35441388e+01,1.33502212e+01,1.34911135e+01,1.34253245e+01,1.36177027e+01,1.34995684e+01,1.33048322e+01,1.41072955e+01,1.32381496e+01,1.43053090e+01,1.41463603e+01,1.42628468e+01,1.40502787e+01,1.47355400e+01,1.45709080e+01,1.40272454e+01,1.45243238e+01,1.45817649e+01,1.42841801e+01,1.45413997e+01,1.38932472e+01,1.35784961e+01,1.35931662e+01,1.35991283e+01,1.40259567e+01,1.43126662e+01,1.42590767e+01,1.52012222e+01,1.56853698e+01,1.51076695e+01,1.52837216e+01,1.40334638e+01,1.32308408e+01,5.94185731e+00,5.94913835e+00,5.86287094e+00,5.89673994e+00,5.83414270e+00,5.73232618e+00,5.75283274e+00,5.72200807e+00,5.89076519e+00,5.65231212e+00,5.29822624e+00,5.13978084e+00,4.80130748e+00,3.80065808e+00,2.71126726e+00,1.71397022e+00,1.72755242e+00,1.74068729e+00,1.75445535e+00,1.76805650e+00,1.78149234e+00,1.79464936e+00,1.80877368e+00,1.82280706e+00,1.83659885e+00,1.84964226e+00,1.86382198e+00,1.87812573e+00,1.89240785e+00,1.90638843e+00,1.92017769e+00,1.93461664e+00,1.94866138e+00,1.96303332e+00,1.97736861e+00,1.99161775e+00,2.00650514e+00,2.02085188e+00,2.03466701e+00,2.04961837e+00,2.06489187e+00,2.07931671e+00,2.09348781e+00,2.10866782e+00,2.12333987e+00,2.13872638e+00,2.15357006e+00,2.16855224e+00,2.18319246e+00,2.19896011e+00,2.21434719e+00,2.22968961e+00,2.24526807e+00,2.26043047e+00,2.27561427e+00,2.29116233e+00,2.30644935e+00,2.32250363e+00,2.33753517e+00,2.35313637e+00,2.36896247e+00,2.38529407e+00,2.40149860e+00,2.41729204e+00,2.43254835e+00,2.44893045e+00,2.46468936e+00,2.48154581e+00,2.49732635e+00,2.51373761e+00,2.53051998e+00,2.54629663e+00,2.56274736e+00,2.57926862e+00,2.59624418e+00,2.61288773e+00,2.62963810e+00,2.64611409e+00,2.66268524e+00,2.67971923e+00,2.69578998e+00,2.71310373e+00,2.73102093e+00,2.74706058e+00,2.76369673e+00,2.78118675e+00,2.79866381e+00,2.81614235e+00,2.83313834e+00,2.85054676e+00,2.86747390e+00,2.88550839e+00,2.90343752e+00,2.92115802e+00,2.93807866e+00,2.95550314e+00,2.97277862e+00,2.99157626e+00,3.01004311e+00,3.02655008e+00,3.04448027e+00,3.06375556e+00,3.08166154e+00,3.10066143e+00,3.11844004e+00,3.13641985e+00,3.15420256e+00,3.17211901e+00,3.19027047e+00,3.21085091e+00,3.22788260e+00,3.24684026e+00,3.26337502e+00,3.28374152e+00,3.30274184e+00,3.32233549e+00,3.34259707e+00,3.35588213e+00,3.37308393e+00,3.39609593e+00,3.41602714e+00,3.43662405e+00
