case,ckpt,variant,Delta_T,blowup_step,verdict,final_relL2_bare,final_relL2_closure,improvement_x,corner_drift_last,low_drift_last
case_opt2_cond_full_0p015,opt2_cond,full,0.015,,STABLE,3.8026e-02,1.1557e-01,0.33,6.2379e+00,2.2829e-01
case_opt2_cond_full_0p01,opt2_cond,full,0.01,,STABLE,1.7481e-03,3.5068e-03,0.50,5.9599e-01,2.6219e-02
case_opt2_cond_full_0p005,opt2_cond,full,0.005,,STABLE,2.0950e-04,1.2593e-05,16.64,2.2857e-02,1.2741e-02
