case,ckpt,variant,Delta_T,blowup_step,verdict,final_relL2_bare,final_relL2_closure,improvement_x,corner_drift_last,low_drift_last
case_rollout_phys_full_0p015,rollout_phys,full,0.015,10,UNSTABLE,3.8026e-02,,,4.2310e+00,4.9105e-02
case_rollout_cond_full_0p015,rollout_cond,full,0.015,11,UNSTABLE,3.8026e-02,,,4.2596e+00,1.0901e-01
case_rollout_phys_full_0p01,rollout_phys,full,0.01,15,UNSTABLE,1.7481e-03,,,6.7814e+00,6.1579e-02
case_rollout_cond_full_0p01,rollout_cond,full,0.01,16,UNSTABLE,1.7481e-03,,,6.8050e+00,4.3765e+00
case_rollout_phys_full_0p005,rollout_phys,full,0.005,,STABLE,2.0950e-04,4.5245e-02,0.00,8.8366e+00,3.0429e-02
case_rollout_cond_full_0p005,rollout_cond,full,0.005,,STABLE,2.0950e-04,4.1852e-03,0.05,2.4910e-01,2.0903e-02
