run,arm,verdict,blowup_step,cfl_max,Z_final_over_Z0,horizon_turnovers
smoke,bare,STABLE,,0.15172158945204178,1.0070222820722734,0.055077908428150676
smoke,r3only,STABLE,,0.1517215893861711,1.0070222824778,0.055077908428150676
smoke,closure,STABLE,,0.15172165436018847,1.0070222832226843,0.055077908428150676
