case,ckpt,variant,Delta_T,blowup_step,verdict,final_relL2_bare,final_relL2_closure,improvement_x,corner_drift_last,low_drift_last,proj_on,proj_shells_mean,proj_removed_frac_mean
case_opt2_256_ic549_h64_full_0p005,opt2_256_ic549_h64,full,0.005,34,UNSTABLE,2.7860e-03,,,nan,3.8286e+00,False,,
case_opt2_256_ic549_h64_full_dissproj_0p005,opt2_256_ic549_h64,full_dissproj,0.005,34,UNSTABLE,2.7860e-03,,,nan,9.3176e-01,True,56.0,2.611e-02
