t,relL2_bare,relL2_r3only,relL2_closure
0.0,4.912973675966709e-16,4.912973675966709e-16,4.912973675966709e-16
0.06,0.0017830250082892533,0.0017826523572510725,0.00023067645653272606
0.12,0.003975840859419817,0.003975008506208851,0.0053423322038798965
0.18,0.008957375750638237,0.008955309447444137,
0.24,0.03779660635567215,0.037784258398417585,
