timestamp,event,job_id,host,note
2026-07-15T20:16:40,start,1835308,ibfdr-compute-0-2.local,diagnose_nearwall_variants.py --config conf_piff_fpc_gjs_ylp75.yaml --member FPC-const --events runs_piff/piff_fpc_gjs_ylp75/error_tails_diag/FPC-const/extreme_events.csv --report-run nearwall_variants_fpc
