case,ckpt,variant,Delta_T,blowup_step,verdict,final_relL2_bare,final_relL2_closure,improvement_x,corner_drift_last,low_drift_last,proj_on,proj_shells_mean,proj_removed_frac_mean
case_opt2_kf4_ic912_h64_full_0p005,opt2_kf4_ic912_h64,full,0.005,31,UNSTABLE,1.0729e-03,,,9.7456e+00,1.3632e+00,False,,
case_opt2_kf4_ic912_h64_full_dissproj_0p005,opt2_kf4_ic912_h64,full_dissproj,0.005,31,UNSTABLE,1.0729e-03,,,9.6587e+00,4.8499e-01,True,105.7,8.685e-02
